sfmmrpm2p5;PM2.5 Mass Mixing Ratio in the Lowest Model Layer;mass_fraction_of_pm2p5_ambient_aerosol_in_air;;[['CCMI1_hourly']]
fco2antt;Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2;tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_emission;This is requested only for the emission-driven coupled carbon climate model runs.  Does not include natural fire sources but, includes all anthropogenic sources, including fossil fuel use, cement production, agricultural burning, and sources associated with anthropogenic land use change excluding forest regrowth.;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfSites']]
hfibthermds2d;Heat Flux into Sea Water due to Iceberg Thermodynamics;heat_flux_into_sea_water_due_to_iceberg_thermodynamics;unset;[['CMIP5_Omon']]
wetnh4;Wet Deposition Rate of NH4;tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_due_to_wet_deposition;;[['CCMI1_monthly']]
cdnc;Cloud Droplet Number Concentration;number_concentration_of_cloud_liquid_water_particles_in_air;Cloud droplet number concentration in liquid clouds;[['CMIP5_aero']]
vmrno;NO Volume Mixing Ratio;mole_fraction_of_nitrogen_monoxide_in_air;;[['CCMI1_daily', 'CCMI1_monthly']]
mlotst;Ocean mixed layer thickness defined by sigma T;ocean_mixed_layer_thickness_defined_by_sigma_t;unset;[['SPECS_Omon', 'SPECS_day']]
wetso4;Wet Deposition Rate of SO4;unset;proposed name: tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_wet_deposition;[['CCMI1_monthly']]
reffclwc;Hydrometeor Effective Radius of Convective Cloud Liquid Water;effective_radius_of_convective_cloud_liquid_water_particle;This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).;[['CMIP5_cf3hr']]
mmrss;Sea Salt Mass Mixing Ratio;mass_fraction_of_seasalt_dry_aerosol_in_air;;[['CCMI1_monthly']]
pctisccp;ISCCP Mean Cloud Top Pressure;air_pressure_at_cloud_top;time-means are weighted by the ISCCP Total Cloud Fraction - see  http://cfmip.metoffice.com/COSP.html;[['CMIP5_cfDay', 'CMIP5_cfMon']]
omldamax;Mean Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme;ocean_mixed_layer_thickness_defined_by_mixing_scheme;unset;[['CMIP5_Omon', 'CMIP5_day']]
altaoa;Alternate Stratospheric Age of Air;age_of_stratospheric_air;Stratospheric mean age-of-air. Use existing implementation or implement the same as AOA_NH except fixed surface layer mixing ratio is set to 0ppbv over the surface of the whole globe.  For method using linearly increasing tracer include a method attribute: 'linearly increasing tracer'.  For method using uniform source (1yr/yr) include a method attribute: 'uniform source'.  For details see website XXXXX;[['CCMI1_monthly']]
dryss;Dry Deposition Rate of Seasalt;tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_dry_deposition;Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition.;[['CCMI1_monthly']]
rsucs4co2;Upwelling Clear-Sky Shortwave Radiation 4XCO2 Atmosphere;upwelling_shortwave_flux_in_air_assuming_clear_sky;unset;[['CMIP5_cfMon']]
msftyrhoz;Ocean Y Overturning Mass Streamfunction;ocean_y_overturning_mass_streamfunction;unset;[['CMIP5_Omon']]
ch4Clim;Mole Fraction of CH4;mole_fraction_of_methane_in_air;unset;[['CMIP5_Amon']]
spco2;Surface Aqueous Partial Pressure of CO2;surface_partial_pressure_of_carbon_dioxide_in_sea_water;unset;[['CMIP5_Omon']]
tntmp;Tendency of Air Temperature due to Diabatic Processes;tendency_of_air_temperature_due_to_model_physics;unset;[['CMIP5_cfMon', 'CMIP5_cfSites']]
cll;Low Level Cloud Fraction;cloud_area_fraction_in_atmosphere_layer;p>680 hPa;[['CORDEX_6h', 'CORDEX_day']]
hfss;Surface Upward Sensible Heat Flux;surface_upward_sensible_heat_flux;unset;[['CMIP5_Amon'], ['CMIP5_cf3hr'], ['CMIP5_cfDay'], ['CMIP5_cfSites'], ['CMIP5_day'], ['CORDEX_3h'], ['CORDEX_day'], ['CORDEX_mon'], ['CORDEX_sem'], ['SPECS_Amon'], ['SPECS_day']]
jno2;Photolysis Rate of NO2;unset;;[['CCMI1_monthly']]
hfssi;Surface Upward Sensible Heat Flux over Sea Ice;surface_upward_sensible_heat_flux;the upward sensible heat flux in regions of sea ice divided by the area of the ocean portion of the grid cell.;[['CMIP5_OImon']]
c2br2f4brdn;Atmospheric Burden of Halon 2402;atmosphere_moles_of_halon2402;total yearly average burden;[['CCMI1_annual']]
dpocdtpico;Tendency of Mole Concentration of Organic Carbon in Sea Water due to Net Primary Production by Picophytoplankton;tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_picophytoplankton;Primary (organic carbon) production by the picophytoplankton (<2 um) component alone;[['CMIP5_Oyr']]
lcc;Liquid Water Cloud Area Fraction;unset;proposed name: liquid_water_cloud_area_fraction;[['CCMI1_monthly']]
tnsclids;Tendency of Mass Fraction of Stratiform Cloud Ice due to Deposition and Sublimation;tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_deposition_and_sublimation;unset;[['CMIP5_cfMon']]
concso2;Mole Fraction of SO2;mole_fraction_of_sulfur_dioxide_in_air;unset;[['CMIP5_aero']]
od550bc;Black Carbon AOD at 550nm;atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol;;[['CCMI1_monthly']]
va50;Northward Wind at 50 hPa;northward_wind;Meridional wind on the 50 hPa surface;[['CCMI1_daily']]
snw;Surface Snow Amount;surface_snow_amount;"the mass of surface snow on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 where the land fraction is 0; excludes snow on vegetation canopy or on sea ice.";[['CMIP5_day']]
rlut;TOA Outgoing Longwave Radiation;toa_outgoing_longwave_flux;at the top of the atmosphere (to be compared with satellite measurements);[['CCMI1_monthly', 'CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfSites', 'SPECS_Amon']]
hfrunoffds;Temperature Flux due to Runoff Expressed as Heat Flux into Sea Water;temperature_flux_due_to_runoff_expressed_as_heat_flux_into_sea_water;unset;[['CMIP5_Omon']]
ccn;Cloud Condensation Nuclei Concentration at Liquid Cloud Top;unset;proposed name: number_concentration_of_ambient_aerosol_in_air_at_liquid_water_cloud_top;[['CCMI1_monthly']]
cbrclf2tbrdn;Tendency of Atmospheric Burden of Halon 1211;tendency_of_atmosphere_moles_of_halon1211;total yearly averaged atmospheric loss;[['CCMI1_annual']]
agesno;Snow Age;age_of_surface_snow;"When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.  Reported as """"missing in regions free of snow on land.";[['CMIP5_LImon']]
rsdcs;Downwelling Clear-Sky Shortwave Radiation;downwelling_shortwave_flux_in_air_assuming_clear_sky;unset;[['CMIP5_cfSites']]
thetao;Sea water potential temperature;sea_water_potential_temperature;unset;[['SPECS_Omon']]
intpdiat;Primary Organic Carbon Production by Diatoms;net_primary_mole_productivity_of_carbon_by_diatoms;Vertically integrated primary (organic carbon) production by the diatom phytoplankton component alone;[['CMIP5_Omon']]
vmrbrono2;BrONO2 Volume Mixing Ratio;mole_fraction_of_bromine_nitrate_in_air;;[['CCMI1_daily']]
sadsulf;Surface Area Density of Sulfate Aerosol;unset;sulfate aerosol surface area density used in heterogeneous activation of ClOx and BrOx. Defined as the area of aerosol per volume of atmosphere (i.e., m2 m-3 = m-1). This is the total sulfate SAD (i.e., sum of binary and ternary aerosol).;[['CCMI1_daily']]
snd;Snow Depth;surface_snow_thickness;where land over land.  Compute the mean thickness of snow in the land portion of the grid cell (averaging over the entire land portion, including the snow-free fraction.  Report as 0.0 where the land fraction is 0.;[['CORDEX_6h'], ['CORDEX_day'], ['CORDEX_mon'], ['CORDEX_sem']]
reffclitop;Ice Cloud-Top Effective Crystal Radius;unset;This is the value from uppermost model layer with ice cloud or, if available, or for some models it is the sum over all ice cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere.  Reported values are weighted by total cwiceliquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean. proposed name: effective_radius_of_cloud_crystal_at_ice_cloud_top;[['CCMI1_monthly']]
sftlf;Land Area Fraction;land_area_fraction;This is the area fraction at the ocean surface.;[['SPECS_fx']]
lso3chm;Net Chemistry Tendency of O3 in the Lower-Most Stratosphere;unset;The tropopause follows the WMO definition. The tendency has to be calculated online for all the grid boxes above the tropopause (excluding the boxes containing the tropopause) and below 100 hPa, as tropopause fluctuates rapidly.  Integrate 3D tendency field vertically to 2d field for every time step, then do the monthly average.;[['CCMI1_monthly']]
zmta;Zonal Mean Air Temperature;air_temperature;;[['CCMI1_daily', 'CCMI1_monthly']]
cWood;Carbon Mass in Wood;wood_carbon_content;including sapwood and hardwood.;[['CMIP5_Lmon', 'SPECS_Lmon']]
cli;Mass Fraction of Cloud Ice;mass_fraction_of_cloud_ice_in_air;Includes both large-scale and convective cloud. This is calculated as the mass of cloud ice in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  It includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.;[['CCMI1_monthly']]
dems;Stratiform Cloud Emissivity;stratiform_cloud_longwave_emissivity;This is the in-cloud emissivity obtained by considering only the cloudy portion of the grid cell.;[['CMIP5_cf3hr']]
ta5;Air Temperature at 5 hPa;air_temperature;Temperature on the 5 hPa surface;[['CCMI1_daily']]
concbc;Concentration of Black Carbon Aerosol;mass_concentration_of_black_carbon_dry_aerosol_in_air;unset;[['CMIP5_aero']]
tmelt;Rate of Melt at Upper Surface of Sea Ice;tendency_of_sea_ice_amount_due_to_surface_melting;the rate of change of sea ice mass due to melting at its upper surface, divided by the area of the ocean portion of the grid cell.  Reported as 0.0 in regions free of sea ice. Does not include rate of change of snow mass.;[['CMIP5_OImon']]
prlsprof;Stratiform Rainfall Flux;large_scale_rainfall_flux;unset;[['CMIP5_cf3hr']]
hfnorthaba;Atlantic Northward Ocean Heat Transport Due to Bolus Advection;northward_ocean_heat_transport_due_to_bolus_advection;unset;[['SPECS_Omon']]
ccb;Air Pressure at Convective Cloud Base;air_pressure_at_convective_cloud_base;unset;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfSites']]
zossq;Square of Sea Surface Height Above Geoid;square_of_sea_surface_height_above_geoid;unset;[['CMIP5_Omon']]
tnscliif;Tendency of Mass Fraction of Stratiform Cloud Ice due to Icefall;tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_icefall;unset;[['CMIP5_cfMon']]
bfe;Particulate Biogenic Iron Concentration at Surface;mole_concentration_of_particulate_organic_matter_expressed_as_iron_in_sea_water;sum of particulate organic iron component concentrations;[['CMIP5_Omon', 'CMIP5_Oyr']]
prodhpx;Production Rate of all Hydrogen Peroxides;unset;Summed 3-d distritbution of production rate of H2O2 and ROOH;[['CCMI1_monthly']]
baresoilFrac;Bare Soil Fraction;area_fraction;fraction of entire grid cell  that is covered by bare soil.;[['CMIP5_Lmon', 'SPECS_Lmon']]
expcalc;Sinking Calcite Flux;sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water;unset;[['CMIP5_Oyr']]
rlutcs;TOA Outgoing Clear-Sky Longwave Radiation;toa_outgoing_longwave_flux_assuming_clear_sky;unset;[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfSites']]
snw;Surface Snow Amount;surface_snow_amount;"Computed as the mass of surface snow on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 where the land fraction is 0; excluded is snow on vegetation canopy or on sea ice.";[['CMIP5_LImon']]
ch3brsmtbrdn;Tendency of Middle Atmosphere Burden of CH3Br;tendency_of_middle_atmosphere_moles_of_methyl_bromide;total yearly averaged stratospheric and mesospheric loss;[['CCMI1_annual']]
hfxba;Ocean Heat X Transport due to Bolus Advection;ocean_heat_x_transport_due_to_bolus_advection;unset;[['CMIP5_Omon']]
tntc;Tendency of Air Temperature due to Moist Convection;tendency_of_air_temperature_due_to_convection;unset;[['CMIP5_cfMon', 'CMIP5_cfSites']]
ua850;Eastward Wind at 850 hPa;eastward_wind;Zonal wind on the 850 hPa surface;[['CCMI1_daily']]
dryo3;Dry Deposition Rate of Ozone;tendency_of_atmosphere_mass_content_of_ozone_due_to_dry_deposition;dry deposition includes gravitational settling, impact scavenging, and turbulent deposition.;[['CCMI1_monthly']]
fddtalk;Rate of Change of Alkalinity;integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent;vertical integral of net time rate of change of alkalinity;[['CMIP5_Omon']]
zmoh;Zonal Mean OH Volume Mixing Ratio;mole_fraction_of_hydroxyl_radical_in_air;;[['CCMI1_monthly']]
snc;Snow Area Fraction;surface_snow_area_fraction;;[['CCMI1_monthly']]
tnscli;Tendency of Mass Fraction of Stratiform Cloud Ice In Air;tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air;unset;[['CMIP5_cfMon']]
hfds;Downward Heat Flux at Sea Water Surface;surface_downward_heat_flux_in_sea_water;"""This is the net flux of heat entering the liquid water column through its upper surface (excluding any """"flux adjustment"""") .""";[['CMIP5_Omon']]
clt;Total Cloud Fraction;cloud_area_fraction;For the whole atmospheric column, as seen from the surface or the top of the atmosphere.  Include both large-scale and convective cloud.;[['CCMI1_daily']]
huss;Near-Surface Specific Humidity;specific_humidity;near-surface (usually, 2 meter) specific humidity.;[['CORDEX_3h', 'CORDEX_day', 'CORDEX_mon', 'CORDEX_sem']]
sconcsoa;Surface Concentration of Dry Aerosol Secondary Organic Matter;mass_concentration_of_secondary_particulate_organic_matter_dry_aerosol_in_air;mass concentration of secondary particulate organic matter dry aerosol in air in model lowest layer.  If the model lumps SOA with POA, then their sum is reported as POA.;[['CMIP5_aero']]
strocnx;X-Component of Ocean Stress On Sea Ice;upward_x_stress_at_sea_ice_base;"When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Report as """"missing"""" in regions free of sea ice.";[['CMIP5_OImon', 'SPECS_OImon']]
bddtdife;Rate of Change of Dissolved Inorganic Iron due to Biological Activity;tendency_of_mole_concentration_of_dissolved_inorganic_iron_in_sea_water_due_to_biological_processes;Net of biological terms in time rate of change of dissolved inorganic iron;[['CMIP5_Oyr']]
sftlf;Land Area Fraction;land_area_fraction;unset;[['CMIP5_fx']]
strairx;X-Component of Atmospheric Stress On Sea Ice;surface_downward_x_stress;"When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as """"missing"""" in regions free of sea ice.";[['CMIP5_OImon', 'SPECS_OImon']]
evlwr;evaporation;lwe_water_evaporation_rate;unset;[['SPECS_Amon'], ['SPECS_day']]
mmraerno3;NO3 Aerosol Mass Mixing Ratio;mass_fraction_of_nitrate_dry_aerosol_in_air;;[['CCMI1_monthly']]
cnpz;Canopy Height;canopy_height;;[['CCMI1_monthly']]
zmcf2cl2;Zonal Mean CF2Cl2 Volume Mixing Ratio;mole_fraction_of_cfc12_in_air;;[['CCMI1_monthly']]
wetss;Wet Deposition Rate of Seasalt;tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_wet_deposition;unset;[['CMIP5_aero']]
ta100;Air Temperature at 100 hPa;air_temperature;Temperature on the 100 hPa surface;[['CCMI1_daily']]
emiaso4;Anthropogenic Direct Emission Rate of SO4;unset;Includes agricultural waste burning but no other biomass burning. Expressed as a tendency of atmosphere mass content of SO4.  Direct emission does not include secondary sulfate production.  proposed name: tendency_of_atmosphere_mass_content_of_anthropogenic_sulfate_dry_aerosol_due_to_emission. Integrate 3D emission field vertically to 2d field.;[['CCMI1_monthly']]
tos;Sea Surface Temperature;sea_surface_temperature;"temperature of liquid ocean.  Note that the correct standard_name for this variable is """"sea_surface_temperature"""", not """"surface_temperature"""", but this was discovered too late to correct.  To maintain consistency across CMIP5 models, the wrong standard_name will continue to be used.";[['CMIP5_day']]
prsn;Snowfall Flux;snowfall_flux;at surface.  Includes precipitation of all forms water in the solid phase.  This is the 3-hour mean snowfall flux.;[['CMIP5_3hr']]
c2hf3cl2brdn;Atmospheric Burden of C2HF3Cl2;unset;total yearly average burden;[['CCMI1_annual']]
hfls;Surface Downward Latent Heat Flux;surface_downward_latent_heat_flux;"""This is defined as """"where ice_free_sea over sea""""""";[['CMIP5_Omon']]
vmrisop;Isoprene Volume Mixing Ratio;mole_fraction_of_isoprene_in_air;;[['CCMI1_monthly']]
tnsclwbl;Tendency of Mass Fraction of Stratiform Cloud Liquid Water In Air Due To Boundary Layer Mixing;tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_boundary_layer_mixing;unset;[['CMIP5_cfMon']]
thetaot;Vertically averaged ocean temperature;sea_water_potential_temperature;unset;[['SPECS_Omon']]
nshrice;Northward Derivative of Eastward Sea Ice Velocity;northward_derivative_of_eastward_sea_ice_velocity;"When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as """"missing"""" in regions free of sea ice.";[['CMIP5_OImon', 'SPECS_OImon']]
concno3;Concentration of NO3 Aerosol;mass_concentration_of_nitrate_dry_aerosol_in_air;unset;[['CMIP5_aero']]
vmraoanh;aoa_nh Volume Mixing Ratio;unset;Fixed surface layer mixing ratio over latitudes 30-50N (0 ppbv), uniform fixed source (at all levels) everywhere else.  (source is unspecified but must be constant in space and time and documented). Note that the source could be 1yr/yr, so the tracer concentration provides mean age in years.  For method using linearly increasing tracer include a method attribute: 'linearly increasing tracer'.  For method using uniform source (1yr/yr) include a method attribute: 'uniform source'.  For details see website: XXXXX;[['CCMI1_monthly']]
chl;Total Chlorophyll Mass Concentration at Surface;mass_concentration_of_phytoplankton_expressed_as_chlorophyll_in_sea_water;"sum of chlorophyll from all phytoplankton group concentrations.  In most models this is equal to chldiat+chlmisc, that is the sum of """"Diatom Chlorophyll Mass Concentration"""" plus """"Other Phytoplankton Chlorophyll Mass Concentration""""";[['CMIP5_Omon', 'CMIP5_Oyr']]
vt100;Meridional Heat Flux;northward_heat_flux_in_air_due_to_eddy_advection;Zonally averaged meridional heat flux at 100 hPa as monthly means derived from daily (or higher frequency) fields.;[['CCMI1_monthly']]
hcice;Sea Ice Heat Content;integral_of_sea_ice_temperature_wrt_depth_expressed_as_heat_content;"Ice at 0 Celsius is assumed taken to have a heat content of 0 J.  When averaging over time, this quantity is weighted by the mass of sea ice.   Reported as """"missing in regions free of sea ice.  Does not include heat content of snow.";[['CMIP5_OImon']]
transiy;Y-Component of Sea Ice Mass Transport;sea_ice_y_transport;The sea ice mass transport is 0.0 in ice-free regions of the ocean.  Snow is included in calculation of mass.;[['CMIP5_OImon', 'SPECS_OImon']]
rsdscsdiff;Surface Diffuse Downwelling Clear Sky Shortwave Radiation;surface_diffuse_downwelling_shortwave_flux_in_air_assuming_clear_sky;unset;[['CMIP5_aero']]
od550so4;Sulfate AOD at 550nm;unset;proposed name: atmosphere_optical_thickness_due_to_sulfate_ambient_aerosol;[['CCMI1_monthly']]
tso;Sea Surface Temperature;sea_surface_temperature;temperature of surface of open ocean, sampled synoptically.;[['CMIP5_3hr']]
wetdust;Wet Deposition Rate of Dust;tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_wet_deposition;;[['CCMI1_monthly']]
treeFracSecEver;Total Secondary Evergreen Tree Cover Fraction;area_fraction;fraction of entire grid cell  that is covered by secondary evergreen trees.;[['CMIP5_Lmon', 'SPECS_Lmon']]
chclf2smtbrdn;Tendency of Middle Atmosphere Burden of CHClF2;unset;total yearly averaged stratospheric and mesospheric loss;[['CCMI1_annual']]
hfxdiff;Ocean Heat X Transport due to Diffusion;ocean_heat_x_transport_due_to_diffusion;unset;[['CMIP5_Omon']]
cli;Mass Fraction of Cloud Ice;mass_fraction_of_cloud_ice_in_air;Includes both large-scale and convective cloud.  This is calculated as the mass of cloud ice in the grid cell divided by the mass of air (including the water in all phases) in the grid cell. It includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.;[['CMIP5_Amon']]
ch3ccl2ftrtbrdn;Tendency of Tropospheric Burden of CH3CCl2F;unset;total yearly averaged tropospheric loss;[['CCMI1_annual']]
sftof;Sea Area Fraction;sea_area_fraction;This is the area fraction at the ocean surface.;[['CMIP5_fx']]
cotrtbrdn;Tendency of Tropospheric Burden of CO;tendency_of_troposphere_moles_of_carbon_monoxide;total yearly averaged tropospheric loss;[['CCMI1_annual']]
ch3cclf2tbrdn;Tendency of Atmospheric Burden of CH3CClF2;tendency_of_atmosphere_moles_of_hcfc142b;total yearly averaged atmospheric loss;[['CCMI1_annual']]
omlmax;Monthly Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme;ocean_mixed_layer_thickness_defined_by_mixing_scheme;unset;[['CMIP5_Omon']]
treeFracSecDec;Total Secondary Deciduous Tree Cover Fraction;area_fraction;fraction of entire grid cell  that is covered by secondary deciduous trees.;[['CMIP5_Lmon', 'SPECS_Lmon']]
wetoa;Wet Deposition Rate of Dry Aerosol Organic Matter;tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_due_to_wet_deposition;"tendency of atmosphere mass content of organic matter dry aerosols due to wet deposition: This is the sum of wet deposition of POA and wet deposition of SOA (see next two entries). """"Mass"""" refers to the mass of organic matter, not mass of organic carbon alone.";[['CMIP5_aero']]
grCongel;Congelation Sea Ice Growth Rate;tendency_of_sea_ice_amount_due_to_congelation_ice_accumulation;the rate of change of sea ice mass due to congelation sea ice divided by the area of the ocean portion of the grid cell.  Reported as 0.0 in regions free of sea ice.;[['CMIP5_OImon']]
ch2fcf3smtbrdn;Tendency of Middle Atmosphere Burden of CH2FCF3;unset;total yearly averaged stratospheric and mesospheric loss;[['CCMI1_annual']]
vstar;Northward TEM air velocity;northward_transformed_eulerian_mean_air_velocity;Transformed Eulerian Mean Diagnostics v*, meridional component of the residual meridional circulation (v*, w*) derived from 6 hr or higher frequency data fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available).;[['CCMI1_daily', 'CCMI1_monthly']]
htovovrt;Northward Ocean Heat Transport due to Overturning;northward_ocean_heat_transport_due_to_overturning;unset;[['CMIP5_Omon']]
vmro3cnp;Ozone Volume Mixing Ratio at Canopy Height;mole_fraction_of_ozone_in_air;Only for year 2006;[['CCMI1_hourly']]
rsd;Downwelling Shortwave Radiation;downwelling_shortwave_flux_in_air;unset;[['CMIP5_cfSites']]
rldscs;Surface Downwelling Clear-Sky Longwave Radiation;surface_downwelling_longwave_flux_in_air_assuming_clear_sky;This is a 3-hour mean flux.;[['CMIP5_3hr']]
shrubFrac;Shrub Fraction;area_fraction;fraction of entire grid cell  that is covered by shrub.;[['CMIP5_Lmon', 'SPECS_Lmon']]
zmbro;Zonal Mean BrO volume mixing ratio;mole_fraction_of_bromine_monoxide_in_air;;[['CCMI1_daily']]
ua500;Eastward Wind at 500 hPa;eastward_wind;Zonal wind on the 500 hPa surface;[['CCMI1_daily']]
prsnc;Convective Snowfall Flux;convective_snowfall_flux;convective precipitation of all forms of water in the solid phase.;[['CMIP5_cf3hr']]
zg100;Geopotential Height at 100 hPa;geopotential_height;Geopotential height on the 100 hPa surface;[['CCMI1_daily']]
swtoaasaer;All-Sky SW-RF Aerosols at TOA;unset;proposed name: toa_instantaneous_shortwave_forcing_due_to_ambient_aerosol;[['CCMI1_monthly']]
va100;Northward Wind at 100 hPa;northward_wind;Meridional wind on the 100 hPa surface;[['CCMI1_daily']]
emiapom;Total Emission of Anthropogenic POM;unset;"Integrate 3D emission field vertically to 2d field. we recommend a scale factor of POM=1.4*OC; unless your model has more detailed info available";[['CCMI1_monthly']]
hfls;Surface Upward Latent Heat Flux;surface_upward_latent_heat_flux;This is the 3-hour mean flux.;[['CMIP5_3hr']]
tslsi;Surface Temperature Where Land or Sea Ice;surface_temperature;"""""""skin"""" temperature of all surfaces except open ocean.  """;[['CMIP5_day']]
clivi;Ice Water Path;atmosphere_mass_content_of_cloud_ice;;[['CCMI1_monthly']]
diftrxylo2d;Ocean Tracer XY Laplacian Diffusivity;ocean_tracer_xy_laplacian_diffusivity;unset;[['CMIP5_Oclim']]
sconcoa;Surface Concentration of Dry Aerosol Organic Matter;mass_concentration_of_particulate_organic_matter_dry_aerosol_in_air;mass concentration of particulate organic matter dry aerosol in air in model lowest layer;[['CMIP5_aero']]
wetdust;Wet Deposition Rate of Dust;tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_wet_deposition;unset;[['CMIP5_aero']]
ta;Air Temperature;air_temperature;unset;[['CMIP5_6hrLev', 'CMIP5_6hrPlev', 'CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfDay', 'CMIP5_cfMon', 'CMIP5_cfSites', 'CMIP5_day', 'SPECS_Amon', 'SPECS_day']]
huss;Near-Surface Specific Humidity;specific_humidity;This is sampled synoptically.;[['CMIP5_3hr']]
emidust;Total Emission Rate of Dust;tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_due_to_emission;unset;[['CMIP5_aero']]
tnscliricl;Tendency of Mass Fraction of Stratiform Cloud Ice due to Riming From Cloud Liquid;tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_riming_from_cloud_liquid_water;unset;[['CMIP5_cfMon']]
fco2nat;Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources;surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_natural_sources;"This is what the atmosphere sees (on its own grid).  This field should be equivalent to the combined natural fluxes of carbon (requested in the L_mon and O_mon tables) that account for natural exchanges between the atmosphere and land or ocean reservoirs (i.e., """"net ecosystem biospheric productivity"""", for land, and """"air to sea CO2 flux"""", for ocean.)";[['CMIP5_Amon', 'CMIP5_cf3hr', 'CMIP5_cfSites']]
ch4global;Global Mean Mole Fraction of CH4;mole_fraction_of_methane_in_air;unset;[['CMIP5_Amon']]
divice;Strain Rate Divergence of Sea Ice;divergence_of_sea_ice_velocity;"When computing the time-mean here, the time samples, weighted by the area of sea ice, are accumulated and then divided by the sum of the weights.   Reported as """"missing"""" in regions free of sea ice.";[['CMIP5_OImon']]
tnsccw;Tendency of Mass Fraction of Stratiform Cloud Condensed Water In Air;tendency_of_mass_fraction_of_stratiform_cloud_condensed_water_in_air;unset;[['CMIP5_cfMon']]
fbddtalk;Rate of Change of Biological Alkalinity due to Biological Activity;integral_wrt_depth_of_tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes;vertical integral of net biological terms in time rate of change of alkalinity;[['CMIP5_Omon']]
zmho2;Zonal Mean HO2 Volume Mixing Ratio;mole_fraction_of_hydroperoxyl_radical_in_air;;[['CCMI1_monthly']]
ch3cltbrdn;Tendency of Atmospheric Burden of CH3Cl;tendency_of_atmosphere_moles_of_methyl_chloride;total yearly averaged atmospheric loss;[['CCMI1_annual']]
treeFracPrimEver;Total Primary Evergreen Tree Cover Fraction;area_fraction;fraction of entire grid cell  that is covered by primary evergreen trees.;[['CMIP5_Lmon', 'SPECS_Lmon']]
emiss;Total Emission Rate of Seasalt;tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_emission;unset;[['CMIP5_aero']]
bddtdisi;Rate of Change of Dissolved Inorganic Silicate due to Biological Activity;tendency_of_mole_concentration_of_dissolved_inorganic_silicate_in_sea_water_due_to_biological_processes;Net of biological terms in time rate of change of dissolved inorganic silicate;[['CMIP5_Oyr']]
hfibthermds;Heat Flux into Sea Water due to Iceberg Thermodynamics;heat_flux_into_sea_water_due_to_iceberg_thermodynamics;unset;[['CMIP5_Omon']]
n2o;Mole Fraction of N2O;mole_fraction_of_nitrous_oxide_in_air;unset;[['CMIP5_Amon']]
